Date,Price,Open,High,Low,Vol.,Change %
09/30/2024,127.1,128.5,128.89,123.6,2.43M,-0.39%
09/27/2024,127.6,128,129.65,127.6,2.54M,-0.70%
09/26/2024,128.5,130,132.4,128.15,4.35M,-0.77%
09/25/2024,129.5,128.99,130.2,127.05,3.70M,0.93%
09/24/2024,128.31,128.95,129.4,126.28,4.26M,-0.15%
09/23/2024,128.5,128,129.38,126.41,6.58M,0.51%
09/20/2024,127.85,119.25,129.97,119.25,16.17M,6.64%
09/19/2024,119.89,116.7,122.1,116.01,3.63M,3.25%
09/18/2024,116.12,115.55,116.9,115.55,904.47K,-0.03%
09/16/2024,116.16,114.9,116.45,114.55,238.67K,0.91%
09/13/2024,115.11,117,117.48,114.8,745.39K,-0.98%
09/12/2024,116.25,117.25,117.4,115,1.19M,-0.38%
09/11/2024,116.69,119.49,119.5,116.06,1.84M,-1.53%
09/10/2024,118.5,116.1,120.4,116.1,2.11M,0.85%
09/09/2024,117.5,119.9,119.9,116,1.67M,-2.00%
09/06/2024,119.9,118.5,119.95,118.03,985.10K,0.97%
09/05/2024,118.75,120.45,120.45,118,1.56M,-1.04%
09/04/2024,120,120,120.65,119.4,471.36K,0.29%
09/03/2024,119.65,119.5,120,118.5,1.82M,-2.33%
09/02/2024,122.5,125.55,129.1,121.99,4.12M,-1.75%
08/30/2024,124.68,126.78,128.8,124.6,2.26M,-1.45%
08/29/2024,126.52,128,128.98,126,1.47M,-0.89%
08/28/2024,127.66,129,129,126.5,514.56K,-0.62%
08/27/2024,128.46,129.01,129.98,127.9,635.73K,-0.80%
08/26/2024,129.5,134.12,134.95,128.5,3.04M,-3.44%
08/23/2024,134.11,134.6,134.6,133,515.67K,0.23%
08/22/2024,133.8,136,136,132.51,842.19K,-1.62%
08/21/2024,136,136.95,137.48,135.05,403.56K,-0.40%
08/20/2024,136.55,137.99,138,136.01,186.62K,-0.33%
08/19/2024,137,137.45,138,134.6,702.14K,-0.36%
08/16/2024,137.5,138.48,138.94,136.52,181.84K,-0.05%
08/15/2024,137.57,137,138.95,136,428.03K,0.67%
08/13/2024,136.66,137,137.9,135.61,479.12K,0.12%
08/12/2024,136.5,136.14,138.3,136.14,643.07K,-1.09%
08/09/2024,138,136.25,138,135.12,1.07M,1.09%
08/08/2024,136.51,133.85,136.74,132.6,3.19M,1.86%
08/07/2024,134.02,131.17,134.95,131.17,1.31M,0.77%
08/06/2024,133,132.87,135.2,131.11,2.05M,0.91%
08/05/2024,131.8,135,135.5,130.53,1.83M,-3.06%
08/02/2024,135.96,134.5,137.5,132,4.09M,2.23%
08/01/2024,133,131.86,133.68,131,1.58M,1.79%
07/31/2024,130.66,133.63,136.9,130.3,2.35M,-2.48%
07/30/2024,133.98,137.98,138.8,133.12,1.60M,-1.81%
07/29/2024,136.45,135.79,138.69,135.55,1.84M,-0.40%
07/26/2024,137,139.7,139.7,136,675.44K,-1.08%
07/25/2024,138.5,142,142,138.5,2.70M,-2.12%
07/24/2024,141.5,141.6,143.39,141,988.99K,0.21%
07/23/2024,141.2,143.48,145,140.1,2.32M,-0.92%
07/22/2024,142.51,141.64,144.25,137.5,5.10M,1.29%
07/19/2024,140.7,148.25,148.25,140.1,4.11M,-4.80%
07/18/2024,147.8,148.9,149.79,146.6,3.01M,-0.54%
07/15/2024,148.6,148,153.26,148,7.83M,0.88%
07/12/2024,147.31,139.99,148.1,137.49,13.20M,3.82%
07/11/2024,141.89,137.9,141.97,134.4,4.11M,3.19%
07/10/2024,137.5,141.49,141.49,137,1.93M,-1.72%
07/09/2024,139.9,143.11,145.9,139,3.23M,-2.47%
07/08/2024,143.44,140,145.1,137.51,5.28M,3.42%
07/05/2024,138.7,132.5,140.75,130.3,10.03M,4.77%
07/04/2024,132.39,132.49,134.9,127,7.00M,-0.46%
07/03/2024,133,126.75,133.75,126.5,7.32M,5.56%
07/02/2024,126,125.99,126.8,125.43,2.22M,0.84%
07/01/2024,124.95,123.99,125.7,122.52,1.96M,0.77%
06/28/2024,124,124.6,124.6,121.6,3.46M,0.32%
06/27/2024,123.6,125,126,123.25,1.15M,0.24%
06/26/2024,123.3,126.95,126.95,123.25,2.15M,-1.75%
06/25/2024,125.5,126.8,128.3,125.5,2.58M,-1.17%
06/24/2024,126.99,125.8,129.98,125.8,5.39M,0.70%
06/21/2024,126.11,123.5,127.97,122.4,12.90M,3.44%
06/20/2024,121.92,113.35,121.92,112.06,20.94M,7.89%
06/14/2024,113,110,113.25,108.9,5.19M,3.01%
06/13/2024,109.7,105,110.4,104.8,5.60M,4.48%
06/12/2024,105,104.07,106.44,104.06,391.28K,-0.01%
06/11/2024,105.01,105.48,107.25,104.5,619.88K,-0.23%
06/10/2024,105.25,106.48,107.46,105.1,1.05M,-1.16%
06/07/2024,106.48,108.82,109.5,104.12,2.53M,-2.22%
06/06/2024,108.9,108.85,110.49,108.1,1.25M,0.28%
06/05/2024,108.6,112,112,108.4,2.99M,-3.04%
06/04/2024,112,113.08,113.5,111.22,2.33M,-0.88%
06/03/2024,113,114,114.49,112.9,1.29M,-0.68%
05/31/2024,113.77,114,114.38,113.4,2.29M,0.15%
05/30/2024,113.6,114.4,114.5,113.36,1.10M,-0.35%
05/29/2024,114,114.75,115.35,113.1,2.00M,-0.65%
05/27/2024,114.75,114.6,116.8,113.83,6.16M,0.38%
05/24/2024,114.32,113.25,114.95,113.05,2.94M,1.40%
05/23/2024,112.74,112.75,113.97,112.26,905.98K,-0.23%
05/22/2024,113,113.9,114.25,112.51,777.25K,-0.79%
05/21/2024,113.9,113.5,114.7,113.3,1.90M,0.36%
05/20/2024,113.49,116.1,116.1,113.27,1.26M,-1.74%
05/17/2024,115.5,116,116.74,115.25,1.11M,-0.35%
05/16/2024,115.9,115.5,116.4,114.8,4.25M,0.56%
05/15/2024,115.26,115.01,115.85,114.5,2.51M,0.31%
05/14/2024,114.9,113.1,115.26,113.1,4.42M,1.24%
05/13/2024,113.49,113.41,114.1,113,1.67M,0.42%
05/10/2024,113.01,113.2,113.8,112.5,790.05K,-0.54%
05/09/2024,113.62,113.51,114.6,112.9,2.00M,-0.33%
05/08/2024,114,113.39,114.3,112.06,2.99M,1.06%
05/07/2024,112.8,111.98,113.49,111.5,3.37M,0.71%
05/06/2024,112,113.02,113.35,111.4,2.73M,-0.36%
05/03/2024,112.4,111.73,113.88,111.73,6.79M,0.26%
05/02/2024,112.11,113.5,115.75,112,3.47M,-3.93%
04/30/2024,116.7,116.94,118.2,116,4.03M,-0.26%
04/29/2024,117,118.05,118.8,115.4,5.59M,-0.68%
04/26/2024,117.8,118,118.6,116.3,3.85M,-0.10%
04/25/2024,117.92,119.4,119.8,117.26,4.56M,-0.61%
04/24/2024,118.64,115.99,119.1,114.98,12.55M,2.30%
04/23/2024,115.97,115,116.6,113.6,13.14M,0.84%
04/22/2024,115,115.1,116.5,112.51,48.15M,0.10%
04/19/2024,114.88,113.4,115.85,113.15,2.28M,0.55%
04/18/2024,114.25,115.8,116.73,113.6,3.25M,-0.87%
04/17/2024,115.25,116,117.5,114.5,3.63M,-0.29%
04/16/2024,115.59,111.3,118.48,111,15.88M,4.11%
04/15/2024,111.03,111.48,111.5,108.99,1.52M,1.86%
04/09/2024,109,111.79,112.84,108.75,4.31M,-0.96%
04/08/2024,110.06,108.99,110.7,107.95,1.51M,1.16%
04/04/2024,108.8,106.69,109.9,106,1.76M,2.26%
04/03/2024,106.4,105,106.7,104.6,1.05M,1.34%
04/02/2024,104.99,105.49,105.49,104.1,278.08K,-0.01%
04/01/2024,105,104.95,105.9,104.65,358.08K,0.67%
03/29/2024,104.3,105.95,106.45,104.25,671.01K,-1.32%
03/28/2024,105.7,104.5,105.75,104.11,432.65K,1.44%
03/27/2024,104.2,104,106.4,103.5,1.25M,0.20%
03/26/2024,103.99,104.49,105,103,898.19K,0.26%
03/25/2024,103.72,105,105.75,103,925.71K,-1.22%
03/22/2024,105,107,107,104.51,1.36M,-1.64%
03/21/2024,106.75,108.74,108.8,106.19,2.22M,-0.97%
03/20/2024,107.8,109,109.5,107.49,734.10K,-0.29%
03/19/2024,108.11,108.5,110.45,108.11,1.22M,-0.36%
03/18/2024,108.5,109.5,109.5,108,555.71K,-4.62%
03/15/2024,113.75,113.2,114.49,113.2,651.36K,-0.12%
03/14/2024,113.89,112.99,114,112.55,1.13M,1.24%
03/13/2024,112.5,113.68,114,112.06,471.49K,-1.14%
03/12/2024,113.8,114.67,114.91,113.26,317.71K,-0.61%
03/11/2024,114.5,114,116,114,396.40K,-0.01%
03/08/2024,114.51,115.49,116,114.31,491.92K,-0.25%
03/07/2024,114.8,116.19,116.5,114.61,677.46K,-1.08%
03/06/2024,116.05,116,117.95,115.8,1.63M,0.13%
03/05/2024,115.9,116,116.41,115.05,1.63M,0.55%
03/04/2024,115.27,117,117,114.85,4.07M,-1.35%
03/01/2024,116.85,116.05,117.8,115.85,2.45M,0.82%
02/29/2024,115.9,115,116.55,115,1.62M,1.31%
02/28/2024,114.4,115,116.98,114.06,5.01M,-0.52%
02/27/2024,115,115.5,116,114.2,3.45M,0.17%
02/26/2024,114.8,113.77,116,113.77,3.55M,0.91%
02/23/2024,113.76,113.03,115.01,112,3.34M,1.14%
02/22/2024,112.48,112,113.4,110.05,725.84K,0.61%
02/21/2024,111.8,110.55,113,110.55,528.23K,0.90%
02/20/2024,110.8,110,111.29,108.91,347.63K,0.12%
02/19/2024,110.67,110,111.48,108.51,448.40K,1.30%
02/16/2024,109.25,110.5,111.39,108.01,524.34K,-1.48%
02/15/2024,110.89,111.11,112.49,108.35,939.37K,-0.55%
02/14/2024,111.5,111,112.55,111,961.38K,1.36%
02/13/2024,110,107.01,110.5,103,1.39M,1.20%
02/12/2024,108.7,110,112.4,105.35,3.68M,-1.64%
02/09/2024,110.51,110.5,111.9,106.27,1.50M,-2.03%
02/07/2024,112.8,112.89,114,112.34,2.24M,0.28%
02/06/2024,112.48,113.7,113.7,111.8,1.22M,0.53%
02/02/2024,111.89,112,112.83,111.5,2.21M,0.08%
02/01/2024,111.8,111.48,112.35,111.2,636.33K,0.72%
01/31/2024,111,111.7,112.4,110.51,956.49K,0.18%
01/30/2024,110.8,112.99,113.98,110.4,1.34M,-1.07%
01/29/2024,112,113.9,113.97,111.51,3.15M,-1.67%
01/26/2024,113.9,116,116.89,113.51,2.07M,-1.39%
01/25/2024,115.5,116,117.01,115.01,3.34M,-0.20%
01/24/2024,115.73,116.95,116.95,115.5,744.95K,-0.22%
01/23/2024,115.99,115.1,116.6,115.1,9.67M,0.97%
01/22/2024,114.88,114.64,115.48,113.1,563.76K,0.68%
01/19/2024,114.1,115.25,116.5,114.07,358.82K,-0.70%
01/18/2024,114.9,115,115.85,112.66,872.34K,-0.32%
01/17/2024,115.27,116.01,117.2,114.93,5.08M,-0.84%
01/16/2024,116.25,117.26,118,116.25,1.14M,-1.46%
01/15/2024,117.97,119.3,120.81,117.27,1.91M,-0.28%
01/12/2024,118.3,118,119,117.5,1.60M,0.60%
01/11/2024,117.6,115.25,117.78,114.01,1.24M,2.26%
01/10/2024,115,117,117,114.9,447.28K,-0.26%
01/09/2024,115.3,116.99,117.44,115.27,390.89K,-0.63%
01/08/2024,116.03,117.25,118,116.01,573.04K,-1.24%
01/05/2024,117.49,117.45,117.99,115.2,1.06M,0.94%
01/04/2024,116.4,117.1,117.75,116.1,1.13M,-0.82%
01/03/2024,117.36,117.01,119.21,116.49,3.26M,0.36%
01/02/2024,116.94,116.89,118.8,115,4.16M,0.65%
01/01/2024,116.19,110.83,116.5,110.83,2.88M,5.63%
12/29/2023,110,111.01,112,109.55,1.49M,-1.08%
12/28/2023,111.2,111.26,113.49,110.2,3.34M,1.00%
12/27/2023,110.1,110.5,110.94,107.05,2.96M,0.55%
12/26/2023,109.5,116,118.8,107.25,5.38M,-5.19%
12/22/2023,115.5,119.5,121,115,1.56M,-3.75%
12/21/2023,120,116.55,120.25,116.1,902.68K,0.83%
12/20/2023,119.01,119.1,121,116.25,2.34M,0.01%
12/19/2023,119,123.95,123.95,118.2,2.76M,-3.25%
12/18/2023,123,125.11,126.5,123,1.66M,-0.97%
12/15/2023,124.2,124,126.7,122.5,3.64M,0.57%
12/14/2023,123.5,123.94,124.49,121,4.07M,0.78%
12/13/2023,122.55,124.7,125.6,121.2,4.17M,-1.12%
12/12/2023,123.94,124.98,125.4,122.5,2.28M,-0.17%
12/11/2023,124.15,129.47,132.5,121.16,24.84M,-4.62%
12/08/2023,130.17,122,130.17,121.2,8.66M,7.31%
12/07/2023,121.3,118.11,124.2,118.11,6.38M,2.84%
12/06/2023,117.95,113,118,112.45,2.95M,4.83%
12/05/2023,112.52,111.53,114.4,111.53,2.23M,0.91%
12/04/2023,111.5,112,113.1,111.16,1.23M,-0.28%
12/01/2023,111.81,112.49,112.99,110.5,885.12K,-0.17%
11/30/2023,112,112.98,114.1,109.05,3.23M,0.90%
11/29/2023,111,115,116.5,109.5,3.96M,-3.10%
11/28/2023,114.55,111.25,116.5,111.25,7.09M,5.06%
11/27/2023,109.03,102.25,109.03,102.1,10.97M,7.10%
11/24/2023,101.8,97.4,104.18,97,11.46M,5.09%
11/23/2023,96.87,96.5,98.4,96.1,3.26M,-0.14%
11/22/2023,97.01,96.05,97.75,96.05,1.46M,0.27%
11/21/2023,96.75,97,97.7,96.65,1.66M,0.50%
11/20/2023,96.27,97.5,97.69,95.82,405.57K,-0.44%
11/17/2023,96.7,101,101.2,96.7,2.96M,-0.31%
11/16/2023,97,98,98.5,96.26,1.97M,-0.91%
11/15/2023,97.89,98,99.01,96.8,3.71M,0.50%
11/14/2023,97.4,97.2,97.99,97,2.52M,0.30%
11/13/2023,97.11,96.9,98,96.9,2.76M,0.95%
11/10/2023,96.2,96.25,97.6,96.05,3.40M,-0.57%
11/08/2023,96.75,94.05,97,94,7.27M,2.63%
11/07/2023,94.27,94.05,96.25,93.75,2.19M,0.81%
11/06/2023,93.51,93.98,94.94,93.3,1.16M,-0.11%
11/03/2023,93.61,94.8,95.5,93,818.89K,-0.58%
11/02/2023,94.16,93,94.99,92.53,1.40M,-1.40%
11/01/2023,95.5,94.01,96.68,94,3.20M,2.07%
10/31/2023,93.56,94.35,95,93.55,1.75M,0.01%
10/30/2023,93.55,95.99,95.99,92.8,8.10M,-1.94%
10/27/2023,95.4,96.7,97.5,95.01,1.52M,-0.57%
10/26/2023,95.95,97.75,98.68,95.8,1.12M,-1.10%
10/25/2023,97.02,99.4,100.7,96.5,2.71M,-2.00%
10/24/2023,99,99.9,99.9,98.11,815.05K,-0.13%
10/23/2023,99.13,101,101,99.13,1.45M,-1.36%
10/20/2023,100.5,98.55,100.94,97.6,6.11M,2.81%
10/19/2023,97.75,95.5,99,95.1,3.13M,3.06%
10/18/2023,94.85,95.99,96.9,94.85,564.60K,-0.99%
10/17/2023,95.8,97.49,97.95,95.8,893.78K,-1.24%
10/16/2023,97,98.7,99.75,96.9,2.26M,-0.82%
10/13/2023,97.8,96,98.1,95.55,4.57M,2.41%
10/12/2023,95.5,94.49,95.7,94.3,6.60M,0.79%
10/11/2023,94.75,94.05,94.9,93.81,1.57M,0.80%
10/10/2023,94,93.5,94.93,93.3,1.55M,0.00%
10/09/2023,94,94.13,95.3,93,884.30K,-0.95%
10/06/2023,94.9,96,96.84,94.55,1.66M,-1.66%
10/05/2023,96.5,95.89,96.95,95.25,2.77M,1.15%
10/04/2023,95.4,90.11,95.6,90.11,6.43M,5.88%
10/03/2023,90.1,90,90.49,89.55,2.03M,0.36%
10/02/2023,89.78,90.52,91.38,89.56,473.31K,-0.64%
09/28/2023,90.36,90.98,90.99,89.7,1.74M,-0.15%
09/27/2023,90.5,92,92.5,90.41,1.84M,-2.16%
09/26/2023,92.5,94.35,94.35,92.02,2.08M,-2.02%
09/25/2023,94.41,96.6,96.6,94.25,2.35M,-1.68%
09/22/2023,96.02,96.5,96.69,95.76,1.86M,-0.08%
09/21/2023,96.1,95.5,96.75,95.01,3.14M,0.63%
09/20/2023,95.5,96.8,96.8,95.45,882.94K,-0.78%
09/19/2023,96.25,96,96.75,95.5,1.72M,0.38%
09/18/2023,95.89,95.97,96.5,94.95,889.98K,0.41%
09/15/2023,95.5,96.5,96.5,94.55,4.84M,-0.52%
09/14/2023,96,96.65,96.65,95.45,1.06M,0.02%
09/13/2023,95.98,96.3,96.6,95.75,893.78K,-0.03%
09/12/2023,96.01,97,97.63,95.9,1.46M,-0.67%
09/11/2023,96.66,97.5,98.4,96.3,2.84M,-0.61%
09/08/2023,97.25,97.99,97.99,96.42,3.20M,-0.15%
09/07/2023,97.4,98.47,98.5,97.1,1.19M,-0.36%
09/06/2023,97.75,97.96,98.5,97.21,1.23M,-0.26%
09/05/2023,98,96,98.5,96,1.19M,1.55%
09/04/2023,96.5,97,98.99,95.5,347.20K,0.73%
09/01/2023,95.8,96,96.9,94.1,913.66K,-1.03%
08/31/2023,96.8,99,99,94,3.00M,-1.31%
08/30/2023,98.08,97.6,98.25,95.35,2.20M,0.34%
08/29/2023,97.75,98,98.84,96.15,1.42M,-0.91%
08/28/2023,98.65,99.06,99.88,98.25,808.71K,-1.34%
08/25/2023,99.99,99.5,100.1,99.4,1.38M,0.64%
08/24/2023,99.35,99.25,100.75,99.25,10.05M,-0.63%
08/23/2023,99.98,99.4,100.5,97.5,4.51M,0.99%
08/22/2023,99,98.29,99.32,97.6,1.90M,0.15%
08/21/2023,98.85,100.19,101,98.01,1.40M,-2.18%
08/18/2023,101.05,101.25,102.45,101.05,1.53M,-0.15%
08/17/2023,101.2,100.2,101.8,99.95,1.32M,0.10%
08/16/2023,101.1,101.05,102.5,100.5,1.01M,-1.32%
08/15/2023,102.45,103,103.45,101.82,866.45K,0.15%
08/11/2023,102.3,102,105.5,101.72,11.42M,0.79%
08/10/2023,101.5,104,104.2,101,2.29M,-1.88%
08/09/2023,103.45,100.75,104.3,100,3.63M,2.78%
08/08/2023,100.65,103.03,103.5,100.26,2.95M,-3.22%
08/07/2023,104,104,105.7,103.1,3.72M,-0.25%
08/04/2023,104.26,104,104.89,102.2,4.07M,-0.70%
08/03/2023,105,104.98,107.8,104.6,12.08M,12.20%
08/02/2023,93.58,96.5,103.9,95.52,18.68M,-3.03%
08/01/2023,96.5,96.94,98,95.01,6.10M,-0.42%
07/31/2023,96.91,91.5,97.58,91.5,14.67M,14.69%
07/27/2023,84.5,84.5,91.29,84.5,11.87M,-0.71%
07/26/2023,85.1,86.49,87,82.12,10.32M,2.12%
07/25/2023,83.33,79.1,85.43,79.1,12.65M,5.02%
07/24/2023,79.35,79.89,79.98,79.06,2.16M,0.06%
07/21/2023,79.3,78.39,79.75,78.04,8.26M,1.67%
07/20/2023,78,78.44,79.4,77.85,3.84M,0.14%
07/19/2023,77.89,78.68,79.11,77.7,3.66M,-0.78%
07/18/2023,78.5,78.6,78.95,77.14,5.53M,0.26%
07/17/2023,78.3,78.41,79.69,78.04,3.17M,-0.04%
07/14/2023,78.33,80,80,78.3,3.77M,-2.33%
07/13/2023,80.2,80.44,81.25,78.9,4.78M,-0.30%
07/12/2023,80.44,79.5,80.8,79.15,3.19M,1.49%
07/11/2023,79.26,78.4,79.9,77.85,3.96M,1.36%
07/10/2023,78.2,79.01,79.4,77.86,1.31M,-1.06%
07/07/2023,79.04,79.16,79.7,78.33,1.10M,0.03%
07/06/2023,79.02,78.9,79.29,77.62,2.96M,1.83%
07/05/2023,77.6,77.35,78.48,76.5,1.70M,-2.63%
07/04/2023,79.7,79.7,79.7,76.62,2.60M,1.24%
07/03/2023,78.72,78.5,78.72,76.75,6.30M,7.47%
06/27/2023,73.25,69.88,74.2,68.8,6.69M,4.24%
06/26/2023,70.27,69.02,70.49,69.02,2.34M,3.34%
06/23/2023,68,68,69.45,66.6,1.72M,0.22%
06/22/2023,67.85,68.1,69,66.83,1.69M,-0.37%
06/21/2023,68.1,68.05,68.74,67.9,1.62M,0.15%
06/20/2023,68,69,69.47,67.98,1.34M,-1.45%
06/19/2023,69,68.49,69.4,67.9,4.28M,0.15%
06/16/2023,68.9,68.25,69.69,68.1,788.93K,0.09%
06/15/2023,68.84,67.67,69.25,67.5,737.15K,0.35%
06/14/2023,68.6,68.33,69.9,67.71,2.20M,1.25%
06/13/2023,67.75,67.49,68.19,67.49,315.13K,0.52%
06/12/2023,67.4,69.7,69.7,66,3.48M,-3.70%
06/09/2023,69.99,70.8,70.8,69.1,1.12M,-0.43%
06/08/2023,70.29,71.9,72,70.29,650.56K,-2.10%
06/07/2023,71.8,71.55,72.2,71.2,1.22M,0.43%
06/06/2023,71.49,72.01,72.3,71.15,2.16M,-0.43%
06/05/2023,71.8,72.7,72.73,71.7,601.56K,-0.69%
06/02/2023,72.3,73.38,73.38,72,3.16M,-0.69%
06/01/2023,72.8,73.88,74,72.8,475.37K,-0.95%
05/31/2023,73.5,73.2,75.1,72.75,2.10M,-1.34%
05/30/2023,74.5,72.1,74.95,72.03,5.91M,3.13%
05/29/2023,72.24,72.9,72.9,71.6,3.05M,-0.22%
05/26/2023,72.4,72.12,73,71.7,2.20M,-0.15%
05/25/2023,72.51,73,73.45,72.49,1.32M,-0.81%
05/24/2023,73.1,72.95,73.7,72.8,1.06M,0.83%
05/23/2023,72.5,72.6,73.4,72.41,758.42K,-0.33%
05/22/2023,72.74,73,73.2,72.7,965.78K,-0.36%
05/19/2023,73,73.4,73.4,72.7,1.09M,0.00%
05/18/2023,73,74.05,74.48,72.8,990.83K,-1.42%
05/17/2023,74.05,73.69,74.99,73.63,2.86M,0.22%
05/16/2023,73.89,73.9,73.9,72.5,4.29M,0.67%
05/15/2023,73.4,73,73.5,71.82,1.43M,0.70%
05/12/2023,72.89,73.2,73.67,72.35,1.81M,-0.42%
05/11/2023,73.2,72.31,74.59,72.15,2.01M,1.74%
05/10/2023,71.95,73.5,73.99,71.36,2.52M,-2.57%
05/09/2023,73.85,76.85,76.85,73,4.80M,-3.44%
05/08/2023,76.48,77.01,77.79,76.01,2.17M,-0.62%
05/05/2023,76.96,76.89,78.78,75.8,2.69M,-1.95%
05/04/2023,78.49,78.25,79.01,77.25,4.78M,0.31%
05/03/2023,78.25,81.5,82.01,77.5,23.53M,0.40%
05/02/2023,77.94,73.9,77.94,73.9,6.03M,7.49%
04/28/2023,72.51,74.8,74.8,72.12,1.50M,-2.34%
04/27/2023,74.25,75.3,75.3,73.51,2.10M,-0.13%
04/26/2023,74.35,75,76.5,74.3,1.41M,-1.52%
04/20/2023,75.5,74.87,76.5,74.66,1.07M,0.67%
04/19/2023,75,74.25,75.42,74.25,1.09M,0.00%
04/18/2023,75,74.3,75.1,74.25,1.07M,1.19%
04/17/2023,74.12,73.68,74.99,73.68,986.98K,-0.31%
04/13/2023,74.35,74.33,74.98,73.71,335.00K,0.34%
04/12/2023,74.1,73.2,74.53,73,877.74K,1.51%
04/11/2023,73,73.2,73.5,72.99,319.76K,0.00%
04/10/2023,73,74.69,74.69,72.5,744.07K,-2.01%
04/07/2023,74.5,74.65,75.01,74.1,2.32M,0.00%
04/06/2023,74.5,74.65,75.05,73.71,1.72M,1.02%
04/05/2023,73.75,74.49,74.75,72.6,2.10M,0.70%
04/04/2023,73.24,73.5,74,72.6,200.39K,0.26%
04/03/2023,73.05,74,74.25,71.15,323.95K,-0.61%
03/31/2023,73.5,73.75,74,72.75,1.79M,0.68%
03/30/2023,73,74,74,72.1,885.43K,-0.67%
03/29/2023,73.49,74.77,75,73.04,756.88K,-1.53%
03/28/2023,74.63,73.94,76,73.65,3.53M,1.54%
03/27/2023,73.5,72.99,73.88,71.51,804.90K,1.38%
03/24/2023,72.5,74.85,74.85,71.31,82.42K,-0.48%
03/22/2023,72.85,74.24,74.7,72.51,204.13K,-1.55%
03/21/2023,74,73.5,74.84,72.75,318.83K,0.33%
03/20/2023,73.76,74,75.3,73.5,1.06M,-2.30%
03/17/2023,75.5,77.51,79.4,74.5,9.18M,-2.58%
03/16/2023,77.5,75,77.5,75,3.06M,2.24%
03/15/2023,75.8,73.55,76.97,73.55,4.82M,1.07%
03/14/2023,75,75.79,76.15,74.63,1.29M,-0.15%
03/13/2023,75.11,75.99,76.49,75.11,953.15K,0.15%
03/10/2023,75,74.9,75.99,74.7,1.31M,0.54%
03/09/2023,74.6,74.9,75.5,73.55,2.48M,0.04%
03/08/2023,74.57,74.7,75.3,73.7,3.75M,0.84%
03/07/2023,73.95,72,73.95,71,2.98M,3.07%
03/06/2023,71.75,72.34,72.34,70.03,1.15M,0.21%
03/03/2023,71.6,71.34,72.49,69.26,2.96M,0.14%
03/02/2023,71.5,70.75,72.5,69.5,2.23M,2.51%
03/01/2023,69.75,69.98,70.74,68.1,2.12M,0.56%
02/28/2023,69.36,70.5,70.73,69.24,2.53M,-0.94%
02/27/2023,70.02,69.99,70.59,69,6.19M,0.47%
02/24/2023,69.69,73.5,74.8,69.31,1.75M,-5.05%
02/23/2023,73.4,75.39,75.45,73,634.63K,-2.74%
02/22/2023,75.47,74.5,76.5,73.4,735.90K,1.95%
02/21/2023,74.03,75.89,75.99,74.03,373.14K,-1.02%
02/20/2023,74.79,77,77,74.32,399.56K,-1.66%
02/17/2023,76.05,76.8,77.89,75.5,1.18M,-0.65%
02/16/2023,76.55,79.4,79.4,76.5,1.18M,-2.66%
02/15/2023,78.64,77.3,79.5,75.25,2.35M,3.46%
02/14/2023,76.01,79.49,79.49,76.01,662.43K,-3.78%
02/13/2023,79,78.98,80,77.9,2.46M,0.55%
02/10/2023,78.57,77.6,81.89,77.1,6.75M,-0.98%
02/09/2023,79.35,75.74,79.74,75.74,6.60M,5.79%
02/08/2023,75.01,75,76.95,74.5,8.61M,1.34%
02/07/2023,74.02,73.55,75,73.5,4.77M,0.30%
02/06/2023,73.8,73.65,74.75,72.99,2.75M,0.82%
02/03/2023,73.2,73,74.1,72.06,1.10M,0.14%
02/02/2023,73.1,72.99,73.15,71.56,1.22M,0.34%
02/01/2023,72.85,71.81,74.5,71.81,6.17M,0.90%
01/31/2023,72.2,73.65,73.94,72,1.47M,-1.01%
01/30/2023,72.94,75.95,76.5,72.25,1.80M,-4.48%
01/27/2023,76.36,77.5,78.45,75.15,8.56M,4.46%
01/26/2023,73.1,70.5,73.1,70.5,8.73M,7.50%
01/25/2023,68,64.4,68,63.5,4.07M,7.09%
01/24/2023,63.5,60.7,63.59,60.7,466.65K,2.92%
01/23/2023,61.7,62,62,60.52,239.90K,-0.48%
01/20/2023,62,62.5,63.8,61,1.03M,-0.14%
01/19/2023,62.09,61.97,62.5,60.05,729.81K,0.63%
01/18/2023,61.7,61.3,62.4,61,461.78K,1.06%
01/17/2023,61.05,62.98,62.98,60.9,426.54K,-1.37%
01/16/2023,61.9,63.15,63.15,60.99,134.62K,-0.99%
01/13/2023,62.52,62.3,62.95,61.74,133.14K,-0.76%
01/12/2023,63,63.94,63.96,62.8,277.86K,-0.77%
01/11/2023,63.49,62.5,63.5,62.3,288.78K,1.98%
01/10/2023,62.26,62.2,63.77,62.2,289.18K,0.74%
01/09/2023,61.8,63.75,63.75,61.8,280.28K,-3.48%
01/06/2023,64.03,64.97,64.97,63.51,145.55K,-0.73%
01/05/2023,64.5,64.7,64.8,63,199.04K,1.42%
01/04/2023,63.6,62.1,64,62.1,109.78K,0.16%
01/03/2023,63.5,64.22,65.55,62.8,1.45M,-1.92%
01/02/2023,64.74,63.4,64.85,62.75,958.98K,3.92%
12/30/2022,62.3,60.34,64,59.6,3.21M,4.18%
12/29/2022,59.8,62.75,62.75,59.25,3.06M,-3.53%
12/28/2022,61.99,62.89,62.89,61.7,256.56K,-0.86%
12/27/2022,62.53,63.4,63.4,61.94,232.43K,-0.41%
12/26/2022,62.79,63.43,63.43,62.22,413.86K,0.37%
